0.0 0.0
4.16 -0.07
0.24 -0.34
0.75 -0.75
1.0 -0.27
1.51 0.23
1.84 0.45
2.26 -0.15
3.0 -0.9
3.66 -0.9
3.66 -0.26
3.66 0.41
4.16 -0.07
4.53 -0.64
4.16 -0.64
